"","Axis1","Axis2","site_year","site","MAIN_BAS","origin","sINGEO_ID","year"
"1743_2005",1.33045553800076,2.17552592764591,"1743_2005",1743,"2080031210","Sweden",1743,2005
"1743_2006",2.66420783675112,3.03663120871777,"1743_2006",1743,"2080031210","Sweden",1743,2006
"1743_2007",0.0844501010102945,1.37107230980247,"1743_2007",1743,"2080031210","Sweden",1743,2007
"1743_2008",1.84041965222884,2.50477206452633,"1743_2008",1743,"2080031210","Sweden",1743,2008
"1743_2009",1.31084153360738,2.16286261468897,"1743_2009",1743,"2080031210","Sweden",1743,2009
"1743_2010",0.592128372621099,1.69884264705256,"1743_2010",1743,"2080031210","Sweden",1743,2010
"1743_2011",1.32287739993968,2.17063328400346,"1743_2011",1743,"2080031210","Sweden",1743,2011
"1743_2012",1.66389361268835,2.39080224791387,"1743_2012",1743,"2080031210","Sweden",1743,2012
"1743_2013",0.504438489342869,1.64222777061845,"1743_2013",1743,"2080031210","Sweden",1743,2013
"1744_2004",-1.33704905949996,0.453315365502198,"1744_2004",1744,"2080031160","Sweden",1744,2004
"1744_2005",-1.33704905949996,0.453315365502198,"1744_2005",1744,"2080031160","Sweden",1744,2005
"1744_2006",-1.33704905949996,0.453315365502198,"1744_2006",1744,"2080031160","Sweden",1744,2006
"1744_2007",-1.33704905949996,0.453315365502198,"1744_2007",1744,"2080031160","Sweden",1744,2007
"1744_2008",-1.33704905949996,0.453315365502198,"1744_2008",1744,"2080031160","Sweden",1744,2008
"1744_2009",-1.33704905949996,0.453315365502198,"1744_2009",1744,"2080031160","Sweden",1744,2009
"1744_2011",-1.33704905949996,0.453315365502198,"1744_2011",1744,"2080031160","Sweden",1744,2011
"1744_2012",-1.33704905949996,0.453315365502198,"1744_2012",1744,"2080031160","Sweden",1744,2012
"1744_2013",-1.33704905949996,0.453315365502198,"1744_2013",1744,"2080031160","Sweden",1744,2013
"1745_2004",-1.1321839244083,0.353352736068297,"1745_2004",1745,"2080031160","Sweden",1745,2004
"1745_2005",-0.912062875001307,0.245946081038256,"1745_2005",1745,"2080031160","Sweden",1745,2005
"1745_2006",-1.16006114215812,0.366955245769746,"1745_2006",1745,"2080031160","Sweden",1745,2006
"1745_2007",-1.10877076611211,0.341928435561566,"1745_2007",1745,"2080031160","Sweden",1745,2007
"1745_2008",-0.368595693612123,-0.0192352463671484,"1745_2008",1745,"2080031160","Sweden",1745,2008
"1745_2009",-0.715624816388597,0.1500953895527,"1745_2009",1745,"2080031160","Sweden",1745,2009
"1745_2010",-0.8931746001347,0.236729668395414,"1745_2010",1745,"2080031160","Sweden",1745,2010
"1745_2011",-0.429124028980112,0.0102991668746856,"1745_2011",1745,"2080031160","Sweden",1745,2011
"1745_2012",-0.937562046071226,0.258388238106093,"1745_2012",1745,"2080031160","Sweden",1745,2012
"1745_2013",-1.2305191892523,0.401334798196569,"1745_2013",1745,"2080031160","Sweden",1745,2013
"175_2004",-1.29139585354938,0.432201130625952,"175_2004",175,"2080020590","France",175,2004
"175_2005",-1.33704905949996,0.453315365502198,"175_2005",175,"2080020590","France",175,2005
"175_2006",-1.33704905949996,0.453315365502198,"175_2006",175,"2080020590","France",175,2006
"175_2007",-1.33704905949996,0.453315365502198,"175_2007",175,"2080020590","France",175,2007
"175_2008",-1.33704905949996,0.453315365502198,"175_2008",175,"2080020590","France",175,2008
"175_2009",-0.66980989560685,0.144722701926312,"175_2009",175,"2080020590","France",175,2009
"175_2010",-1.33704905949996,0.453315365502198,"175_2010",175,"2080020590","France",175,2010
"175_2012",-1.33704905949996,0.453315365502198,"175_2012",175,"2080020590","France",175,2012
"175_2013",-1.33704905949996,0.453315365502198,"175_2013",175,"2080020590","France",175,2013
"1752_2004",-1.31588124449031,0.388148723723907,"1752_2004",1752,"2080031160","Sweden",1752,2004
"1752_2006",-0.786032489253431,0.184450362197225,"1752_2006",1752,"2080031160","Sweden",1752,2006
"1752_2007",-0.61807502969455,-0.0276431184511518,"1752_2007",1752,"2080031160","Sweden",1752,2007
"1752_2008",-1.08667217286396,-0.0261007075630127,"1752_2008",1752,"2080031160","Sweden",1752,2008
"1752_2009",-1.11323293904828,-0.320010516917285,"1752_2009",1752,"2080031160","Sweden",1752,2009
"1752_2010",-0.301814991506381,-0.302305745119133,"1752_2010",1752,"2080031160","Sweden",1752,2010
"1752_2011",-1.12422870585936,0.0458117033967692,"1752_2011",1752,"2080031160","Sweden",1752,2011
"1752_2012",-1.37397351598472,0.13054014353556,"1752_2012",1752,"2080031160","Sweden",1752,2012
"1752_2013",-1.33704905949996,0.453315365502198,"1752_2013",1752,"2080031160","Sweden",1752,2013
"1753_2004",-1.33704905949996,0.453315365502198,"1753_2004",1753,"2080031160","Sweden",1753,2004
"1753_2005",-1.33704905949996,0.453315365502198,"1753_2005",1753,"2080031160","Sweden",1753,2005
"1753_2006",-1.32135272914661,0.456821498910462,"1753_2006",1753,"2080031160","Sweden",1753,2006
"1753_2007",-1.33704905949996,0.453315365502198,"1753_2007",1753,"2080031160","Sweden",1753,2007
"1753_2008",-1.32795797223648,0.455346067204721,"1753_2008",1753,"2080031160","Sweden",1753,2008
"1753_2009",-1.33704905949996,0.453315365502198,"1753_2009",1753,"2080031160","Sweden",1753,2009
"1753_2010",-1.33704905949996,0.453315365502198,"1753_2010",1753,"2080031160","Sweden",1753,2010
"1753_2011",-1.33704905949996,0.453315365502198,"1753_2011",1753,"2080031160","Sweden",1753,2011
"1753_2012",-1.33704905949996,0.453315365502198,"1753_2012",1753,"2080031160","Sweden",1753,2012
"1753_2013",-1.32523064605744,0.455955277715479,"1753_2013",1753,"2080031160","Sweden",1753,2013
"1754_2004",-1.33704905949996,0.453315365502198,"1754_2004",1754,"2080031160","Sweden",1754,2004
"1754_2005",-1.33704905949996,0.453315365502198,"1754_2005",1754,"2080031160","Sweden",1754,2005
"1754_2006",-1.33256439368472,0.454317117904559,"1754_2006",1754,"2080031160","Sweden",1754,2006
"1754_2007",-1.33704905949996,0.453315365502198,"1754_2007",1754,"2080031160","Sweden",1754,2007
"1754_2008",-1.32119901017502,0.463548570867048,"1754_2008",1754,"2080031160","Sweden",1754,2008
"1754_2009",-1.31889426776597,0.457370652335852,"1754_2009",1754,"2080031160","Sweden",1754,2009
"1754_2010",-1.33704905949996,0.453315365502198,"1754_2010",1754,"2080031160","Sweden",1754,2010
"1754_2011",-1.33704905949996,0.453315365502198,"1754_2011",1754,"2080031160","Sweden",1754,2011
"1754_2012",-1.33704905949996,0.453315365502198,"1754_2012",1754,"2080031160","Sweden",1754,2012
"1754_2013",-1.33704905949996,0.453315365502198,"1754_2013",1754,"2080031160","Sweden",1754,2013
"1755_2004",-0.847764928164907,0.769209965895406,"1755_2004",1755,"2080031160","Sweden",1755,2004
"1755_2005",-1.01049857083293,0.658253478782982,"1755_2005",1755,"2080031160","Sweden",1755,2005
"1755_2006",-1.18579121748283,0.5497013717834,"1755_2006",1755,"2080031160","Sweden",1755,2006
"1755_2007",-1.03082415069899,0.635194509379694,"1755_2007",1755,"2080031160","Sweden",1755,2007
"1755_2008",-0.942857064610041,0.69496203422267,"1755_2008",1755,"2080031160","Sweden",1755,2008
"1755_2009",-1.06423608930102,0.629450536630532,"1755_2009",1755,"2080031160","Sweden",1755,2009
"1755_2010",-0.817655135467366,0.788649633611911,"1755_2010",1755,"2080031160","Sweden",1755,2010
"1755_2011",-0.86675207356,0.756951369462236,"1755_2011",1755,"2080031160","Sweden",1755,2011
"1755_2012",-0.661836958257588,0.889249914044825,"1755_2012",1755,"2080031160","Sweden",1755,2012
"1755_2013",-1.0557106839823,0.634954760728293,"1755_2013",1755,"2080031160","Sweden",1755,2013
"1756_2004",-1.38334283455231,0.183660172036546,"1756_2004",1756,"2080031160","Sweden",1756,2004
"1756_2006",-1.35009889412887,0.385619696272599,"1756_2006",1756,"2080031160","Sweden",1756,2006
"1756_2007",-1.3609349175261,0.329408113787306,"1756_2007",1756,"2080031160","Sweden",1756,2007
"1756_2008",-1.3445496653848,0.414406172440325,"1756_2008",1756,"2080031160","Sweden",1756,2008
"1756_2009",-1.33704905949996,0.453315365502198,"1756_2009",1756,"2080031160","Sweden",1756,2009
"1756_2010",-1.30989865024012,0.459380028694871,"1756_2010",1756,"2080031160","Sweden",1756,2010
"1756_2011",-1.34695726727376,0.401916801827873,"1756_2011",1756,"2080031160","Sweden",1756,2011
"1756_2012",-1.33704905949996,0.453315365502198,"1756_2012",1756,"2080031160","Sweden",1756,2012
"1756_2013",-1.33704905949996,0.453315365502198,"1756_2013",1756,"2080031160","Sweden",1756,2013
"176_2004",-1.08757517548466,0.337669860439709,"176_2004",176,"2080020620","France",176,2004
"176_2005",-0.982911439891117,0.290086669518628,"176_2005",176,"2080020620","France",176,2005
"176_2006",-1.27827980314176,0.426227508838258,"176_2006",176,"2080020620","France",176,2006
"176_2007",-1.27016709057927,0.422488206885736,"176_2007",176,"2080020620","France",176,2007
"176_2008",-1.33704905949996,0.453315365502198,"176_2008",176,"2080020620","France",176,2008
"176_2010",-1.33704905949996,0.453315365502198,"176_2010",176,"2080020620","France",176,2010
"176_2011",-1.33704905949996,0.453315365502198,"176_2011",176,"2080020620","France",176,2011
"176_2012",-1.33704905949996,0.453315365502198,"176_2012",176,"2080020620","France",176,2012
"176_2013",-1.33704905949996,0.453315365502198,"176_2013",176,"2080020620","France",176,2013
"1762_2004",-0.726721677872728,0.15551003198037,"1762_2004",1762,"2080033010","Sweden",1762,2004
"1762_2005",-0.930791079741926,0.255084388489209,"1762_2005",1762,"2080033010","Sweden",1762,2005
"1762_2006",-0.466154392261888,-0.0203115495340159,"1762_2006",1762,"2080033010","Sweden",1762,2006
"1762_2007",-0.35585288616623,-0.025453017575956,"1762_2007",1762,"2080033010","Sweden",1762,2007
"1762_2008",-0.263159238454979,-0.0706822887884081,"1762_2008",1762,"2080033010","Sweden",1762,2008
"1762_2009",-0.95658523718688,0.267670482267811,"1762_2009",1762,"2080033010","Sweden",1762,2009
"1762_2010",1.12133256159993,-0.746236187704606,"1762_2010",1762,"2080033010","Sweden",1762,2010
"1762_2011",1.36078531690187,-0.863075624705268,"1762_2011",1762,"2080033010","Sweden",1762,2011
"1762_2012",-0.909027259397746,0.244464871863513,"1762_2012",1762,"2080033010","Sweden",1762,2012
"1762_2013",0.399850998885834,-0.394193884046087,"1762_2013",1762,"2080033010","Sweden",1762,2013
"1763_2004",3.27704061734596,2.33916945011639,"1763_2004",1763,"2080031060","Sweden",1763,2004
"1763_2005",2.60997655778376,1.5441485747474,"1763_2005",1763,"2080031060","Sweden",1763,2005
"1763_2006",2.26992387920537,1.4640192323881,"1763_2006",1763,"2080031060","Sweden",1763,2006
"1763_2007",2.78640700992716,2.49502643111355,"1763_2007",1763,"2080031060","Sweden",1763,2007
"1763_2008",2.6272438458048,2.34732243328893,"1763_2008",1763,"2080031060","Sweden",1763,2008
"1763_2010",2.6305609464748,2.34369294214462,"1763_2010",1763,"2080031060","Sweden",1763,2010
"1763_2011",2.51072293712134,1.72168636472435,"1763_2011",1763,"2080031060","Sweden",1763,2011
"1763_2012",1.23296043080214,1.94055392955456,"1763_2012",1763,"2080031060","Sweden",1763,2012
"1763_2013",2.03009664786513,1.63569157734885,"1763_2013",1763,"2080031060","Sweden",1763,2013
"1766_2004",2.22745146196181,1.07001632302706,"1766_2004",1766,"2080031060","Sweden",1766,2004
"1766_2005",2.58322845996368,0.953848326051246,"1766_2005",1766,"2080031060","Sweden",1766,2005
"1766_2006",0.962519285092684,1.37914589292579,"1766_2006",1766,"2080031060","Sweden",1766,2006
"1766_2007",2.24100687472527,0.39558016845662,"1766_2007",1766,"2080031060","Sweden",1766,2007
"1766_2008",1.57137909816489,0.835675780588122,"1766_2008",1766,"2080031060","Sweden",1766,2008
"1766_2010",0.607465651101866,0.982814611814967,"1766_2010",1766,"2080031060","Sweden",1766,2010
"1766_2011",1.39262010098044,1.62981073921706,"1766_2011",1766,"2080031060","Sweden",1766,2011
"1766_2012",1.218188793507,1.27096301804266,"1766_2012",1766,"2080031060","Sweden",1766,2012
"1769_2004",2.16025432255828,2.32532899840219,"1769_2004",1769,"2080031060","Sweden",1769,2004
"1769_2005",1.56541721670989,1.7960753751051,"1769_2005",1769,"2080031060","Sweden",1769,2005
"1769_2006",1.42206351383317,1.96820715156094,"1769_2006",1769,"2080031060","Sweden",1769,2006
"1769_2007",2.00304858166925,2.21958038157795,"1769_2007",1769,"2080031060","Sweden",1769,2007
"1769_2008",1.2574620541665,1.8420882699094,"1769_2008",1769,"2080031060","Sweden",1769,2008
"1769_2010",1.83359045347545,2.15047450352591,"1769_2010",1769,"2080031060","Sweden",1769,2010
"1769_2011",2.48777984307633,2.4794635825524,"1769_2011",1769,"2080031060","Sweden",1769,2011
"1769_2012",1.54049963020284,1.99359076857201,"1769_2012",1769,"2080031060","Sweden",1769,2012
"1769_2013",2.46416685916296,2.44760426515223,"1769_2013",1769,"2080031060","Sweden",1769,2013
"1773_2004",-0.121219018629904,-0.139941109181602,"1773_2004",1773,"2080033010","Sweden",1773,2004
"1773_2005",0.814034858962446,-0.596292243553755,"1773_2005",1773,"2080033010","Sweden",1773,2005
"1773_2006",0.338219061330209,-0.364120975191148,"1773_2006",1773,"2080033010","Sweden",1773,2006
"1773_2007",0.297215995435764,-0.344113792027325,"1773_2007",1773,"2080033010","Sweden",1773,2007
"1773_2008",1.27498141291868,-0.82120815978003,"1773_2008",1773,"2080033010","Sweden",1773,2008
"1773_2009",1.14252550660941,-0.756577149370181,"1773_2009",1773,"2080033010","Sweden",1773,2009
"1773_2010",1.26830102807873,-0.817948508820229,"1773_2010",1773,"2080033010","Sweden",1773,2010
"1773_2011",2.02705210621568,-1.1881762336229,"1773_2011",1773,"2080033010","Sweden",1773,2011
"1773_2012",1.63919814795393,-1.15279327637233,"1773_2012",1773,"2080033010","Sweden",1773,2012
"1773_2013",1.19491088476665,-0.782138258839316,"1773_2013",1773,"2080033010","Sweden",1773,2013
"178_2004",3.06815833682477,2.81130590872424,"178_2004",178,"2080021030","France",178,2004
"178_2005",3.13833141628834,2.84886769478269,"178_2005",178,"2080021030","France",178,2005
"178_2006",3.31857991451829,2.94534992956029,"178_2006",178,"2080021030","France",178,2006
"178_2007",3.32452781616419,2.94853368337055,"178_2007",178,"2080021030","France",178,2007
"178_2008",3.30876973907635,2.94009880314596,"178_2008",178,"2080021030","France",178,2008
"178_2009",3.30415850453682,2.93763053174383,"178_2009",178,"2080021030","France",178,2009
"178_2010",2.79058225769668,2.66272680433184,"178_2010",178,"2080021030","France",178,2010
"178_2011",2.77373478293261,2.65370879845907,"178_2011",178,"2080021030","France",178,2011
"178_2012",3.03081476822135,2.79131688807325,"178_2012",178,"2080021030","France",178,2012
"178_2013",1.56590043830867,2.00718714665711,"178_2013",178,"2080021030","France",178,2013
"1782_2004",0.35446546988619,1.33744849333375,"1782_2004",1782,"2080030770","Sweden",1782,2004
"1782_2005",0.110832930124889,1.22832814743961,"1782_2005",1782,"2080030770","Sweden",1782,2005
"1782_2006",-0.259263487275428,0.876140393474846,"1782_2006",1782,"2080030770","Sweden",1782,2006
"1782_2007",-0.207556385176532,1.05790280147973,"1782_2007",1782,"2080030770","Sweden",1782,2007
"1782_2008",-0.0956561821475854,1.11780000875923,"1782_2008",1782,"2080030770","Sweden",1782,2008
"1782_2009",0.0870393733872922,1.21559208833291,"1782_2009",1782,"2080030770","Sweden",1782,2009
"1782_2010",-0.550833570510122,0.874155639564987,"1782_2010",1782,"2080030770","Sweden",1782,2010
"1782_2011",0.669358540766992,1.44078161693693,"1782_2011",1782,"2080030770","Sweden",1782,2011
"1782_2013",0.0458452420594508,0.743903854241829,"1782_2013",1782,"2080030770","Sweden",1782,2013
"1783_2004",-0.290954810551139,1.01326183894139,"1783_2004",1783,"2080030770","Sweden",1783,2004
"1783_2005",0.268140897187624,1.31253092504706,"1783_2005",1783,"2080030770","Sweden",1783,2005
"1783_2006",-0.40054597728016,0.935523410805804,"1783_2006",1783,"2080030770","Sweden",1783,2006
"1783_2007",-0.27053065704418,1.02419434596998,"1783_2007",1783,"2080030770","Sweden",1783,2007
"1783_2008",0.868438545978024,1.63385431611989,"1783_2008",1783,"2080030770","Sweden",1783,2008
"1783_2009",0.891117745139374,1.67220912446525,"1783_2009",1783,"2080030770","Sweden",1783,2009
"1783_2010",0.185000494637945,1.28080524876271,"1783_2010",1783,"2080030770","Sweden",1783,2010
"1783_2011",0.0758793103549784,1.19253653814384,"1783_2011",1783,"2080030770","Sweden",1783,2011
"1783_2013",0.0395328848658037,0.542843202170651,"1783_2013",1783,"2080030770","Sweden",1783,2013
"1784_2004",1.51642960784813,-0.939021258755699,"1784_2004",1784,"2080033010","Sweden",1784,2004
"1784_2005",1.15974477442962,-0.764979180723462,"1784_2005",1784,"2080033010","Sweden",1784,2005
"1784_2006",1.99200938573948,-1.17107736279868,"1784_2006",1784,"2080033010","Sweden",1784,2006
"1784_2007",-0.00542568140418415,-0.196441725818154,"1784_2007",1784,"2080033010","Sweden",1784,2007
"1784_2008",1.05987302107243,-0.716247398874436,"1784_2008",1784,"2080033010","Sweden",1784,2008
"1784_2009",-0.0586906165280156,-0.17045144216534,"1784_2009",1784,"2080033010","Sweden",1784,2009
"1784_2010",1.20514102595561,-0.787129990654837,"1784_2010",1784,"2080033010","Sweden",1784,2010
"1784_2011",1.32619769669159,-0.846198817138505,"1784_2011",1784,"2080033010","Sweden",1784,2011
"1784_2012",2.31875605125396,-1.40385500054285,"1784_2012",1784,"2080033010","Sweden",1784,2012
"1784_2013",2.11306605647546,-1.23014618928235,"1784_2013",1784,"2080033010","Sweden",1784,2013
"1785_2004",-1.33704905949996,0.453315365502198,"1785_2004",1785,"2080030770","Sweden",1785,2004
"1785_2005",-1.33704905949996,0.453315365502198,"1785_2005",1785,"2080030770","Sweden",1785,2005
"1785_2007",-1.33704905949996,0.453315365502198,"1785_2007",1785,"2080030770","Sweden",1785,2007
"1785_2008",-1.33704905949996,0.453315365502198,"1785_2008",1785,"2080030770","Sweden",1785,2008
"1785_2009",-1.33704905949996,0.453315365502198,"1785_2009",1785,"2080030770","Sweden",1785,2009
"1785_2010",-1.33704905949996,0.453315365502198,"1785_2010",1785,"2080030770","Sweden",1785,2010
"1785_2011",-1.33704905949996,0.453315365502198,"1785_2011",1785,"2080030770","Sweden",1785,2011
"1785_2012",-1.33704905949996,0.453315365502198,"1785_2012",1785,"2080030770","Sweden",1785,2012
"1785_2013",-1.33704905949996,0.453315365502198,"1785_2013",1785,"2080030770","Sweden",1785,2013
"1786_2004",-1.33704905949996,0.453315365502198,"1786_2004",1786,"2080030770","Sweden",1786,2004
"1786_2005",-1.33704905949996,0.453315365502198,"1786_2005",1786,"2080030770","Sweden",1786,2005
"1786_2006",-1.33704905949996,0.453315365502198,"1786_2006",1786,"2080030770","Sweden",1786,2006
"1786_2007",-1.33704905949996,0.453315365502198,"1786_2007",1786,"2080030770","Sweden",1786,2007
"1786_2008",-1.33704905949996,0.453315365502198,"1786_2008",1786,"2080030770","Sweden",1786,2008
"1786_2009",-1.33704905949996,0.453315365502198,"1786_2009",1786,"2080030770","Sweden",1786,2009
"1786_2010",-1.33704905949996,0.453315365502198,"1786_2010",1786,"2080030770","Sweden",1786,2010
"1786_2011",-1.33704905949996,0.453315365502198,"1786_2011",1786,"2080030770","Sweden",1786,2011
"1786_2012",-1.33704905949996,0.453315365502198,"1786_2012",1786,"2080030770","Sweden",1786,2012
"1786_2013",-1.33704905949996,0.453315365502198,"1786_2013",1786,"2080030770","Sweden",1786,2013
"1787_2004",-1.33704905949996,0.453315365502198,"1787_2004",1787,"2080030770","Sweden",1787,2004
"1787_2005",-1.33704905949996,0.453315365502198,"1787_2005",1787,"2080030770","Sweden",1787,2005
"1787_2006",-1.33704905949996,0.453315365502198,"1787_2006",1787,"2080030770","Sweden",1787,2006
"1787_2007",-1.33704905949996,0.453315365502198,"1787_2007",1787,"2080030770","Sweden",1787,2007
"1787_2008",-1.33704905949996,0.453315365502198,"1787_2008",1787,"2080030770","Sweden",1787,2008
"1787_2009",-1.33704905949996,0.453315365502198,"1787_2009",1787,"2080030770","Sweden",1787,2009
"1787_2010",-1.33704905949996,0.453315365502198,"1787_2010",1787,"2080030770","Sweden",1787,2010
"1787_2011",-1.33704905949996,0.453315365502198,"1787_2011",1787,"2080030770","Sweden",1787,2011
"1787_2012",-1.33704905949996,0.453315365502198,"1787_2012",1787,"2080030770","Sweden",1787,2012
"1787_2013",-1.33704905949996,0.453315365502198,"1787_2013",1787,"2080030770","Sweden",1787,2013
"1788_2005",-1.33704905949996,0.453315365502198,"1788_2005",1788,"2080030770","Sweden",1788,2005
"1788_2006",-1.33704905949996,0.453315365502198,"1788_2006",1788,"2080030770","Sweden",1788,2006
"1788_2007",-1.33704905949996,0.453315365502198,"1788_2007",1788,"2080030770","Sweden",1788,2007
"1788_2008",-1.33704905949996,0.453315365502198,"1788_2008",1788,"2080030770","Sweden",1788,2008
"1788_2009",-1.33704905949996,0.453315365502198,"1788_2009",1788,"2080030770","Sweden",1788,2009
"1788_2010",-1.33704905949996,0.453315365502198,"1788_2010",1788,"2080030770","Sweden",1788,2010
"1788_2011",-1.33704905949996,0.453315365502198,"1788_2011",1788,"2080030770","Sweden",1788,2011
"1788_2012",-1.33704905949996,0.453315365502198,"1788_2012",1788,"2080030770","Sweden",1788,2012
"1788_2013",-1.33704905949996,0.453315365502198,"1788_2013",1788,"2080030770","Sweden",1788,2013
"179_2004",1.42656295945069,-0.895359066109403,"179_2004",179,"2080021030","France",179,2004
"179_2005",1.60383346799943,-1.0390739803633,"179_2005",179,"2080021030","France",179,2005
"179_2006",1.74161861723707,-1.07914116943635,"179_2006",179,"2080021030","France",179,2006
"179_2007",1.91089956419735,-1.17997271542004,"179_2007",179,"2080021030","France",179,2007
"179_2008",0.733332669501562,-0.689986830430586,"179_2008",179,"2080021030","France",179,2008
"179_2009",-0.702178615623877,-0.312721757475783,"179_2009",179,"2080021030","France",179,2009
"179_2010",-0.0185102897049422,-0.581595390229675,"179_2010",179,"2080021030","France",179,2010
"179_2011",-1.16033223523019,-0.110393043766856,"179_2011",179,"2080021030","France",179,2011
"179_2012",-0.783012015568401,-0.162596979673621,"179_2012",179,"2080021030","France",179,2012
"179_2013",1.99182895883095,-1.18953794727122,"179_2013",179,"2080021030","France",179,2013
"1790_2004",1.90608983258312,2.18928149601121,"1790_2004",1790,"2080030770","Sweden",1790,2004
"1790_2005",0.747336190380072,1.56903144092448,"1790_2005",1790,"2080030770","Sweden",1790,2005
"1790_2006",0.437774024556305,1.40333103368354,"1790_2006",1790,"2080030770","Sweden",1790,2006
"1790_2007",0.0221709384146735,1.18086973761075,"1790_2007",1790,"2080030770","Sweden",1790,2007
"1790_2008",0.575366994799643,1.47698089700628,"1790_2008",1790,"2080030770","Sweden",1790,2008
"1790_2009",1.34692795463776,1.88997699075103,"1790_2009",1790,"2080030770","Sweden",1790,2009
"1790_2010",1.42593680180718,1.93226832863715,"1790_2010",1790,"2080030770","Sweden",1790,2010
"1790_2011",1.09935498330371,1.75745775325722,"1790_2011",1790,"2080030770","Sweden",1790,2011
"1790_2013",0.235381918479714,1.29499591362778,"1790_2013",1790,"2080030770","Sweden",1790,2013
"1791_2004",1.33469207122656,1.88342744727309,"1791_2004",1791,"2080030770","Sweden",1791,2004
"1791_2005",0.367518975452796,1.36572537145346,"1791_2005",1791,"2080030770","Sweden",1791,2005
"1791_2006",0.139668728515734,1.24376318461144,"1791_2006",1791,"2080030770","Sweden",1791,2006
"1791_2007",1.65440499616869,2.05456128632647,"1791_2007",1791,"2080030770","Sweden",1791,2007
"1791_2008",0.759525577806271,1.5755560963363,"1791_2008",1791,"2080030770","Sweden",1791,2008
"1791_2009",1.96505599425735,2.22084451656592,"1791_2009",1791,"2080030770","Sweden",1791,2009
"1791_2010",0.897458119734313,1.64938772336486,"1791_2010",1791,"2080030770","Sweden",1791,2010
"1791_2011",0.268837896734601,1.31290401039641,"1791_2011",1791,"2080030770","Sweden",1791,2011
"1791_2013",-0.409717969922203,0.949691073371129,"1791_2013",1791,"2080030770","Sweden",1791,2013
"1796_2004",-1.33704905949996,0.453315365502198,"1796_2004",1796,"2080030760","Sweden",1796,2004
"1796_2005",-1.33704905949996,0.453315365502198,"1796_2005",1796,"2080030760","Sweden",1796,2005
"1796_2006",-1.33704905949996,0.453315365502198,"1796_2006",1796,"2080030760","Sweden",1796,2006
"1796_2007",-1.33704905949996,0.453315365502198,"1796_2007",1796,"2080030760","Sweden",1796,2007
"1796_2008",-1.33704905949996,0.453315365502198,"1796_2008",1796,"2080030760","Sweden",1796,2008
"1796_2009",-1.33704905949996,0.453315365502198,"1796_2009",1796,"2080030760","Sweden",1796,2009
"1796_2010",-1.33704905949996,0.453315365502198,"1796_2010",1796,"2080030760","Sweden",1796,2010
"1796_2011",-1.33704905949996,0.453315365502198,"1796_2011",1796,"2080030760","Sweden",1796,2011
"1796_2012",-1.33704905949996,0.453315365502198,"1796_2012",1796,"2080030760","Sweden",1796,2012
"1796_2013",-1.33704905949996,0.453315365502198,"1796_2013",1796,"2080030760","Sweden",1796,2013
"1798_2004",-1.33704905949996,0.453315365502198,"1798_2004",1798,"2080030710","Sweden",1798,2004
"1798_2005",-1.33704905949996,0.453315365502198,"1798_2005",1798,"2080030710","Sweden",1798,2005
"1798_2006",-1.39790972447,0.253812884249457,"1798_2006",1798,"2080030710","Sweden",1798,2006
"1798_2007",-1.40660410518001,0.225312529784781,"1798_2007",1798,"2080030710","Sweden",1798,2007
"1798_2008",-1.33704905949996,0.453315365502198,"1798_2008",1798,"2080030710","Sweden",1798,2008
"1798_2009",-1.33704905949996,0.453315365502198,"1798_2009",1798,"2080030710","Sweden",1798,2009
"1798_2010",-1.3954752978712,0.261792983499568,"1798_2010",1798,"2080030710","Sweden",1798,2010
"1798_2011",-1.43442612345203,0.134111395497814,"1798_2011",1798,"2080030710","Sweden",1798,2011
"1798_2012",-1.18922956315763,0.0458531191532339,"1798_2012",1798,"2080030710","Sweden",1798,2012
"1798_2013",-1.39114742836222,0.275979826610874,"1798_2013",1798,"2080030710","Sweden",1798,2013
"180_2004",1.80346040830582,-1.97284505951765,"180_2004",180,"2080020620","France",180,2004
"180_2005",2.10468555279178,-1.68538338717258,"180_2005",180,"2080020620","France",180,2005
"180_2006",1.89129096523033,-1.85336101376814,"180_2006",180,"2080020620","France",180,2006
"180_2007",2.46717131321108,-1.56850548499982,"180_2007",180,"2080020620","France",180,2007
"180_2008",1.84560775439722,-1.66761981008269,"180_2008",180,"2080020620","France",180,2008
"180_2009",2.00755596043321,-1.59257465979615,"180_2009",180,"2080020620","France",180,2009
"180_2010",1.97728013029553,-1.55218899534973,"180_2010",180,"2080020620","France",180,2010
"180_2011",1.8469822938266,-1.53899672173541,"180_2011",180,"2080020620","France",180,2011
"180_2012",2.03325860926163,-1.55658897775231,"180_2012",180,"2080020620","France",180,2012
"180_2013",2.25559833785858,-1.61630741291827,"180_2013",180,"2080020620","France",180,2013
"1801_2004",0.980438247671611,1.36374092701953,"1801_2004",1801,"2080030710","Sweden",1801,2004
"1801_2005",3.38024387443906,2.97835700987894,"1801_2005",1801,"2080030710","Sweden",1801,2005
"1801_2006",1.85660778552452,-0.951070784588743,"1801_2006",1801,"2080030710","Sweden",1801,2006
"1801_2007",1.94167460674801,1.28172242654345,"1801_2007",1801,"2080030710","Sweden",1801,2007
"1801_2008",1.82198607127641,-1.16969714147247,"1801_2008",1801,"2080030710","Sweden",1801,2008
"1801_2009",0.795534525687976,-0.0145549599378306,"1801_2009",1801,"2080030710","Sweden",1801,2009
"1801_2010",2.02441442888738,-0.755251272922362,"1801_2010",1801,"2080030710","Sweden",1801,2010
